mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
12.73;286.38;5.40;1.07;301.16;2025-01-04;UREIA;169;50;B;BOX-09;NAO;4.17;93.72;1.77;0.35;MAQUINARIO
4.82;297.85;5.18;1.01;305.54;2025-01-07;UREIA;235;49;A;AZ-02;NAO;1.56;96.44;1.68;0.33;MAQUINARIO
25.8;288.23;18.85;1.3;335.22;2024-12-16;20-00-20;395;40;B;08/09/10;NÃO;7.12;86.25;5.64;0.39;MAQUINARIO
8.96;313.36;12.24;2.26;335.65;2024-12-16;20-00-20;441;37;B;02/04/10;SIM;2.66;93.03;3.63;0.67;MAQUINARIO
8.94;312.39;10.3;2.25;335.58;2024-12-16;20-00-20;442;50;B;02/04/10;SIM;2.68;93.56;3.08;0.67;MAQUINARIO
14.39;313.07;6.15;1.84;335.54;2024-12-16;20-00-20;443;43;B;02/04/10;SIM;4.29;93.33;1.83;0.55;MAQUINARIO
13.4;313.06;5.12;1.85;335.72;2024-12-16;20-00-20;444;43;B;02/04/10;SIM;4.02;93.89;1.54;0.55;MAQUINARIO
16.34;311.06;4.14;1.85;335.96;2024-12-16;20-00-20;445;43;B;02/04/10;SIM;4.90;93.30;1.24;0.55;MAQUINARIO
22.33;268.03;10.71;3.19;303.87;2024-12-17;20-00-20;72;48;A;03/05/09;NÃO;7.24;88.09;3.52;1.05;MAQUINARIO
12.58;263.50;10.63;8.79;294.48;2025-01-06;20-00-20;170;50;A;BOX-03/05/09;NAO;4.26;89.17;3.60;2.97;MAQUINARIO
47.90;286.46;1.89;1.01;334.60;2025-01-06;SAM 21;507;50;B;BOX-10;NAO;14.20;84.94;0.56;0.30;MAQUINARIO
51.37;285.86;1.49;1.37;334.48;2025-01-06;SAM 21;508;48;B;BOX-10;NAO;15.10;84.05;0.44;0.40;MAQUINARIO
10.81;285.25;8.87;1.91;305.85;2025-01-06;20-00-20;171;50;A;BOX-03/05/09;NAO;3.52;92.96;2.89;0.62;MAQUINARIO
3.65;297.37;3.19;1.91;335.20;2025-01-06;SAM 21;509;37;B;BOX-10;NAO;10.81;87.69;0.94;0.56;MAQUINARIO
18.82;277.33;6.74;2.72;304.52;2025-01-06;20-00-20;172;37;A;BOX-03/05/09;NAO;6.16;90.75;2.21;0.89;MAQUINARIO
11.68;275.75;9.72;5.85;302.13;2025-01-06;20-00-20;173;50;A;BOX-03/05/09;NAO;3.85;91.01;3.21;1.93;MAQUINARIO
10.35;266.60;9.51;3.54;288.97;2025-01-06;20-00-20;174;50;A;BOX-03/05/09;NAO;3.57;91.93;3.28;1.22;MAQUINARIO
16.63;305.22;4.19;1.19;326.39;2025-01-06;20-00-20;175;50;A;BOX-03/05/09;NAO;5.08;93.27;1.28;0.36;MAQUINARIO
31.43;302.18;1.55;1.38;334.27;2025-01-06;20-00-20;176;48;B;BOX-03/05/09;NAO;9.34;89.79;0.46;0.41;MAQUINARIO
8.90;318.81;8.81;1.34;335.56;2025-01-09;UREIA;263;49;B;BOX-09;NAO;2.63;94.36;2.61;0.40;MAQUINARIO
22.00;300.59;2.66;1.10;335.86;2025-01-10;UREIA;269;50;B;BOX-09;NAO;6.74;92.11;0.82;0.34;MAQUINARIO
7.93;312.57;9.41;1.07;334.51;2025-01-09;30.00.20;195;45;B;BOX-05/09/10;NAO;2.37;93.59;2.82;1.22;MAQUINARIO
8.82;302.96;11.61;4.06;335.07;2025-01-09;30.00.20;196;35;B;BOX-05/09/10;NAO;2.65;92.63;3.49;1.22;MAQUINARIO
21.99;299.58;2.68;1.09;335.65;2025-01-10;UREIA;270;49;B;BOX-09;NAO;6.76;92.08;0.82;0.34;MAQUINARIO
22.25;298.56;2.70;1.18;335.20;2025-01-10;UREIA;272;49;B;BOX-09;NAO;6.85;91.95;0.83;0.36;MAQUINARIO
0.66;233.70;3.05;0.97;267.50;2025-01-11;UREIA;274;49;A;AZ-02;NAO;0.28;98.04;1.28;0.41;MAQUINARIO
11.87;294.76;7.87;1.13;315.14;2024-12-21;20-00-20;84;50;A;03/05/09;NÃO;3.76;93.39;2.49;0.36;MAQUINARIO
17.25;305.77;6.95;3.28;335.02;2024-12-18;20-00-20;457;42;B;B2/B4/B10;SIM;5.18;91.75;2.09;0.98;MAQUINARIO
18.45;295.34;12.71;3.65;334.37;2024-12-18;20-00-20;76;49;B;03/05/09;NÃO;5.58;89.48;3.84;1.10;MAQUINARIO
15.60;313.28;5.05;1.62;335.30;2024-12-19;20-00-20;462;48;B;BOX-02/04/10;SIM;4.65;93.36;1.50;0.48;MAQUINARIO
14.64;314.21;4.00;1.66;335.20;2024-12-19;20-00-20;463;48;B;BOX-02/04/10;SIM;4.38;93.93;1.20;0.50;MAQUINARIO
22.51;296.45;9.78;3.11;335.61;2024-12-19;20-00-20;82;47;B;BOX-03/05/09;NÃO;6.78;89.33;2.95;0.94;MAQUINARIO
47.21;278.55;3.93;2.78;335.30;2024-12-23;20-00-20;87;50;B;BOX-B03/B05/B09;NÃO;14.20;83.78;1.18;0.84;MAQUINARIO
46.83;282.73;4.97;1.21;335.62;2024-12-23;20-00-20;88;50;B;BOX-B03/B05/B09;NÃO;13.95;84.21;1.48;0.36;MAQUINARIO
44.26;282.14;6.56;2.43;335.06;2024-12-23;20-00-20;89;50;B;BOX-B03/B05/B09;NÃO;13.20;84.12;1.96;0.72;MAQUINARIO
30.51;288.07;7.92;3.39;334.61;2024-12-23;20-00-20;90;50;B;BOX-B03/B05/B09;NÃO;9.25;87.32;2.40;1.03;MAQUINARIO
29.55;286.06;7.23;2.78;335.38;2024-12-23;20-00-20;91;50;B;BOX-B03/B05/B09;NÃO;9.07;87.85;2.22;0.85;MAQUINARIO
20.97;312.17;1.65;1.30;334.85;2025-01-09;SAM 21;358;50;B;BOX-10;NAO;6.24;92.88;0.49;0.39;MAQUINARIO
16.00;307.86;7.03;3.88;334.10;2025-01-09;SAM 21;359;50;B;BOX-10;NAO;4.78;91.96;2.10;1.16;MAQUINARIO
14.67;312.38;5.73;3.40;334.95;2025-01-09;SAM 21;360;50;B;BOX-10;NAO;4.36;92.92;1.70;1.01;MAQUINARIO
8.79;284.72;3.82;1.21;298.02;2025-01-09;20-00-20;187;50;A;BOX-03/05/09;NAO;2.94;95.37;1.28;0.41;MAQUINARIO
13.40;283.14;0.81;1.12;298.16;2025-01-09;20-00-20;188;48;A;BOX-03/05/09;NAO;4.49;94.86;0.27;0.38;MAQUINARIO
9.39;280.51;1.93;1.15;293.31;2025-01-09;20-00-20;189;44;A;BOX-03/05/09;NAO;3.20;95.74;0.66;0.34;MAQUINARIO
12.13;283.10;1.59;1.29;298.28;2025-01-09;20-00-20;190;37;A;BOX/03/05/09;NAO;4.07;94.96;0.53;0.43;MAQUINARIO
1.80;290.32;4.63;0.92;297.25;2025-01-11;UREIA;275;49;A;AZ-02;NAO;0.60;92.53;1.56;0.31;MAQUINARIO
1.03;282.83;7.23;0.06;292.28;2025-01-11;UREIA;276;49;A;AZ-02;NAO;0.35;96.78;2.50;0.36;MAQUINARIO
10.37;324.45;4.06;0.98;335.88;2025-01-13;UREIA;279;49;B;BOX-09;NAO;3.05;95.47;1.19;0.29;MAQUINARIO
10.29;323.49;4.02;1.01;335.25;2025-01-13;UREIA;280;49;B;BOX-09;NAO;3.04;95.48;1.19;0.30;MAQUINARIO
2.97;300.61;5.29;1.13;306.37;2025-01-14;UREIA;282;49;A;BOX-02;NAO;0.96;96.97;1.71;0.36;MAQUINARIO
2.38;297.38;1.93;1.09;300.54;2025-01-14;UREIA;283;49;A;BOX-02;NAO;0.79;98.22;0.64;0.36;MAQUINARIO
2.28;299.77;4.56;1.08;305.29;2025-01-14;UREIA;147;37;A;BOX-02;NAO;0.74;97.43;1.48;0.35;MAQUINARIO
0.97;304.49;3.71;1.13;308.84;2025-01-14;UREIA;436;39;A;BOX-09;NAO;0.31;98.13;1.20;0.36;MAQUINARIO
1.53;313.51;2.47;1.14;317.56;2025-01-14;UREIA;437;39;A;BOX-09;NAO;0.48;98.23;0.93;0.36;MAQUINARIO
1.28;255.80;1.70;1.14;259.14;2025-01-14;UREIA;438;39;A;BOX-09;NAO;0.49;98.41;0.65;0.44;MAQUINARIO
2.72;290.65;7.15;1.29;299.27;2025-01-14;UREIA;289;39;A;BOX-09;NAO;0.90;96.30;2.37;0.43;MAQUINARIO
11.62;263.28;0.78;1.13;279.16;2025-01-11;SAM 21;514;48;A;BOX-10;NAO;4.20;95.11;0.28;0.41;MAQUINARIO
10.10;282.64;2.01;1.04;296.63;2025-01-11;SAM 21;515;49;A;BOX-10;NAO;3.41;95.55;0.68;0.35;MAQUINARIO
46.68;279.64;4.78;2.99;334.84;2025-01-11;SAM 21;516;48;B;BOX-10;NAO;13.97;83.70;1.43;0.89;MAQUINARIO
45.78;279.70;3.88;2.09;334.78;2025-01-11;SAM 21;517;47;B;BOX-10;NAO;13.81;84.39;1.17;0.63;MAQUINARIO
27.49;300.01;5.88;3.63;334.32;2025-01-13;SAM 21;519;48;B;BOX-10;NAO;8.16;89.02;1.74;1.08;MAQUINARIO
28.47;298.06;4.83;2.78;334.37;2025-01-13;SAM 21;520;47;B;BOX-10;NAO;8.52;89.20;1.45;0.83;MAQUINARIO
27.50;301.03;4.99;3.60;334.11;2025-01-13;SAM 21;521;47;B;BOX-10;NAO;8.16;89.29;1.48;1.07;MAQUINARIO
16.28;270.81;1.77;1.46;288.72;2025-01-14;SAM 21;522;47;A;BOX-10;NAO;5.61;93.28;0.61;0.50;MAQUINARIO
15.23;279.13;1.80;1.78;295.18;2025-01-14;SAM 21;523;47;A;BOX-10;NAO;5.11;93.69;0.60;0.60;MAQUINARIO
1.15;308.88;10.05;1.23;320.46;2025-01-15;UREIA;293;50;A;BOX-02;NAO;0.36;96.13;3.13;0.38;MAQUINARIO
1.63;283.43;9.78;1.14;294.48;2025-01-15;UREIA;294;49;A;BOX-02;NAO;0.55;95.76;3.30;0.39;MAQUINARIO
1.41;306.54;13.91;1.21;320.86;2025-01-15;UREIA;295;48;A;BOX-02;NAO;0.44;94.88;4.31;0.37;MAQUINARIO
1.97;275.86;14.11;1.17;291.60;2025-01-15;UREIA;296;48;A;BOX-02;NAO;0.67;94.11;4.81;0.40;MAQUINARIO
1.40;287.78;6.73;1.17;295.88;2025-01-15;UREIA;297;49;A;BOX-02;NAO;0.47;96.87;2.27;0.39;MAQUINARIO
22.80;296.20;9.17;3.68;334.99;2024-12-23;20-00-20;92;50;B;BOX-B03/B05/B09;NÃO;6.87;89.26;2.76;1.11;MAQUINARIO
13.24;305.65;8.94;3.10;335.28;2024-12-23;20-00-20;485;50;B;BOX-B02/B04/B10;SIM;4.00;92.36;2.70;0.94;MAQUINARIO
18.48;268.87;7.20;2.62;296.94;2024-12-26;20-00-20;97;48;A;03/05/09;NÃO;6.22;90.48;2.42;0.88;MAQUINARIO
20.05;280.58;2.57;0.80;303.87;2024-12-26;20-00-20;98;50;A;03/05/09;NÃO;6.60;92.30;0.85;0.26;MAQUINARIO
15.46;276.75;6.52;4.12;303.20;2024-12-26;20-00-20;99;50;A;03/05/09;NÃO;5.10;91.38;2.15;1.36;MAQUINARIO
15.07;271.17;6.84;4.80;298.03;2024-12-26;20-00-20;100;37;A;03/05/09;NÃO;5.06;91.03;2.30;1.61;MAQUINARIO
33.18;299.76;3.48;1.19;335.53;2024-12-26;20-00-20;101;49;B;03/05/09;NÃO;9.83;88.79;1.03;0.35;MAQUINARIO
32.16;300.77;2.52;1.22;335.02;2024-12-26;20-00-20;102;36;B;03/05/09;NÃO;9.55;89.34;0.75;0.36;MAQUINARIO
28.90;301.08;4.18;1.01;334.84;2024-12-27;20-00-20;123;37;B;BOX-03/05/09;NÃO;8.62;89.83;1.25;0.30;MAQUINARIO
27.92;300.06;4.17;1.03;334.89;2024-12-27;20-00-20;124;48;B;BOX-03/05/09;NÃO;8.38;90.06;1.25;0.31;MAQUINARIO
28.89;301.08;3.19;1.04;334.87;2024-12-27;20-00-20;125;32;B;BOX-03/05/09;NÃO;8.64;90.09;0.95;0.31;MAQUINARIO
27.92;301.06;3.18;1.40;335.34;2024-12-27;20-00-20;126;46;B;BOX-03/05/09;NÃO;8.37;90.26;0.95;0.42;MAQUINARIO
1.63;283.43;9.78;1.14;294.48;2025-01-15;UREIA;294;49;A;BOX-02;NAO;0.55;95.76;3.30;0.39;MAQUINARIO
0.58;302.73;19.56;1.45;324.73;2025-01-16;UREIA;446;31;A;BOX-10;NAO;0.18;93.34;6.03;0.45;MAQUINARIO
10.75;281.95;9.37;2.79;304.15;2025-01-02;20-00-20;497;48;A;02/04/10;SIM;3.53;92.49;3.07;0.92;MAQUINARIO
0.96;270.07;29.41;1.05;302.34;2025-01-21;UREIA;319;47;A;AZ-03-B;NAO;0.32;89.58;9.75;0.35;BAG MOVEL
12.31;283.95;6.77;2.97;304.45;2025-01-02;20-00-20;498;47;A;02/04/10;SIM;4.02;92.79;2.21;0.97;MAQUINARIO
18.11;315.66;4.06;1.20;335.21;2025-01-02;20-00-20;148;50;B;B2/B3/B5;NÃO;5.34;93.11;1.20;0.35;MAQUINARIO
21.83;311.77;3.44;1.16;335.11;2025-01-02;20-00-20;149;50;B;B2/B3/B5;NÃO;0.45;92.19;1.02;0.34;MAQUINARIO
18.86;280.34;6.69;1.09;305.79;2025-01-03;20-00-20;155;47;A;BOX-03/05/09;NÃO;6.14;91.32;2.18;0.36;MAQUINARIO
18.99;282.05;3.79;1.28;304.45;2025-01-03;20-00-20;156;40;A;BOX-03/05/09;NÃO;6.20;92.14;1.24;0.42;MAQUINARIO
30.56;300.70;4.17;1.66;335.44;2025-01-14;20-00-20;243;50;B;BOX-03/05/09;NAO;9.07;89.20;1.24;0.49;MAQUINARIO
11.52;292.86;3.56;1.54;307.22;2025-01-15;SAM 21;378;50;A;AZ-03-A;NAO;3.72;94.63;1.13;0.50;MAQUINARIO
12.24;251.259;8.17;3.93;273.51;2025-01-15;SAM 21;439;37;A;BOX-10;SIM;4.43;91.18;2.96;1.42;MAQUINARIO
34.60;284.22;12.99;3.22;334.36;2025-01-15;SAM 21;440;47;B;BOX-10;SIM;10.33;84.83;3.88;0.96;MAQUINARIO
35.62;299.88;2.59;0.85;334.40;2025-01-15;SAM 21;441;36;B;BOX-10;NAO;10.51;88.48;0.76;0.25;MAQUINARIO
5.44;285.33;5.37;5.37;300.63;2025-01-16;SAM 21;442;37;A;BOX-10;SIM;1.80;94.63;1.78;1.78;MAQUINARIO
17.18;286.27;0.69;1.23;304.57;2025-01-16;SAM 21;443;46;A;BOX-10;SIM;5.63;93.75;0.25;0.40;MAQUINARIO
11.31;298.91;2.34;1.23;315.42;2025-01-16;SAM 21;444;40;A;BOX-10;SIM;3.60;95.26;0.75;0.39;MAQUINARIO
14.01;296.25;0.91;1.48;312.76;2025-01-16;SAM 21;445;48;A;BOX-10;NAO;4.48;94.75;0.29;0.47;MAQUINARIO
27.13;303.90;6.29;1.23;334.82;2025-01-14;20-00-20;244;50;B;BOX-03/05/09;NAO;7.57;84.76;1.75;5.92;MAQUINARIO
30.12;302.91;5.31;1.26;335.83;2025-01-14;20-00-20;245;50;B;BOX-03/05/09;NAO;8.87;89.20;1.56;0.37;MAQUINARIO
31.11;302.89;4.18;1.27;334.77;2025-01-14;20-00-20;246;50;B;BOX-03/05/09;NAO;9.16;89.23;1.23;0.37;MAQUINARIO
31.55;300.70;6.29;1.22;335.38;2025-01-14;20-00-20;247;30;B;BOX-03/05/09;NAO;9.29;88.50;1.85;0.36;MAQUINARIO
31.10;302.92;5.31;1.29;335.00;2025-01-14;20-00-20;248;50;B;BOX-03/05/09;NAO;9.13;88.93;1.56;0.38;MAQUINARIO
23.94;309.74;3.83;0.93;334.39;2025-01-14;20-00-20;249;50;B;BOX-03/05/09;NAO;7.07;91.52;1.13;0.27;MAQUINARIO
10.09;314.43;9.65;1.14;335.21;2025-01-16;UREIA;13;37;B;BOX-09;SIM;3.01;93.77;2.88;0.34;MAQUINARIO
9.08;313.46;8.66;1.18;335.50;2025-01-16;UREIA;14;37;B;BOX-09;SIM;2.73;94.31;2.61;0.36;MAQUINARIO
10.06;313.43;10.68;1.19;334.84;2025-01-16;UREIA;15;37;B;BOX-09;SIM;3.00;93.46;3.18;0.35;MAQUINARIO
10.10;313.40;8.69;1.21;334.98;2025-01-16;UREIA;16;48;B;BOX-09;SIM;3.03;94.00;2.61;0.36;MAQUINARIO
9.50;317.56;5.33;1.08;334.89;2025-01-16;UREIA;447;31;B;BOX-09;NAO;2.85;95.23;1.60;0.32;MAQUINARIO
9.47;319.54;6.26;1.04;334.95;2025-01-16;UREIA;448;48;B;BOX-09;NAO;2.82;95.01;1.86;0.31;MAQUINARIO
0.65;283.63;19.10;1.22;304.90;2025-01-17;UREIA;450;48;A;BOX-09;NAO;0.21;93.12;6.27;0.40;MAQUINARIO
5.47;274.48;9.73;1.28;286.52;2025-01-17;UREIA;451;31;A;BOX-09;NAO;1.88;94.34;3.34;0.44;MAQUINARIO
1.54;282.61;17.22;1.61;304.27;2025-01-17;UREIA;452;40;A;BOX-09;NAO;0.51;93.28;5.68;0.53;MAQUINARIO
2.26;295.14;5.05;1.63;304.34;2025-01-17;UREIA;453;37;A;BOX-09;NAO;0.74;97.06;1.66;0.54;MAQUINARIO
0.85;290.17;2.20;0.98;294.67;2025-01-17;UREIA;454;37;A;BOX-09;NAO;0.29;98.63;0.75;0.33;MAQUINARIO
2.28;303.55;3.49;1.36;311.00;2025-01-17;UREIA;455;48;A;BOX-09;NAO;0.73;97.71;1.12;0.44;MAQUINARIO
31.54;294.82;4.05;3.59;335.02;2025-01-16;SAM 21;449;40;B;BOX-10;SIM;9.44;88.27;1.21;1.07;MAQUINARIO
16.49;311.49;3.56;2.81;334.57;2025-01-16;SAM 21;524;47;B;BOX-10;NAO;4.93;93.16;1.06;0.84;MAQUINARIO
29.57;302.67;3.05;1.14;334.08;2025-01-17;SAM 21;456;48;B;BOX-10;SIM;8.79;89.97;0.91;0.34;MAQUINARIO
29.54;301.71;3.00;1.19;3347.62;2025-01-17;SAM 21;457;36;B;BOX-10;SIM;8.81;89.94;0.89;0.35;MAQUINARIO
29.22;299.72;3.96;1.18;334.37;2025-01-17;SAM 21;458;35;B;BOX-10;SIM;8.75;89.72;1.19;0.35;MAQUINARIO
30.47;301.60;4.50;1.26;334.66;2025-01-17;SAM 21;459;37;B;BOX-10;SIM;9.02;89.28;1.33;0.37;MAQUINARIO
27.59;303.51;2.08;1.32;334.75;2025-01-17;SAM 21;460;50;B;BOX-10;SIM;8.25;90.74;0.62;0.39;MAQUINARIO
28.57;303.47;2.98;1.34;335.31;2025-01-17;SAM 21;461;30;B;BOX-10;SIM;8.49;90.22;0.89;0.40;MAQUINARIO
27.99;302.90;3.17;2.31;335.53;2025-01-17;SAM 21;462;50;B;BOX-10;SIM;8.32;90.05;0.94;0.69;MAQUINARIO
29.48;301.61;3.51;1.24;335.24;2025-01-17;SAM 21;463;50;B;BOX-10;SIM;8.78;89.81;1.05;0.37;MAQUINARIO
16.57;275.73;2.56;1.07;295.23;2025-01-03;20-00-20;157;50;A;BOX-03/05/09;NÃO;5.60;93.17;0.87;0.36;MAQUINARIO
15.17;283.31;3.46;1.43;302.30;2025-01-03;20-00-20;158;37;A;BOX-03/05/09;NÃO;5.00;93.39;1.14;0.47;MAQUINARIO
31.04;303.11;1.68;1.44;334.86;2025-01-03;20-00-20;160;32;B;B2/B3/B5;NÃO;9.20;89.87;0.50;0.43;MAQUINARIO
28.66;300.18;5.51;1.75;335.00;2025-01-03;20-00-20;161;50;B;B2/B3/B5;NÃO;8.53;89.31;1.64;0.52;MAQUINARIO
22.82;299.78;10.09;2.58;335.29;2025-01-03;20-00-20;162;50;B;B2/B3/B5;NÃO;6.81;89.41;3.01;0.77;MAQUINARIO
14.04;297.19;4.71;1.11;314.84;2024-12-30;20-00-20;496;31;A;02/04/10;NÃO;4.43;93.74;1.49;0.35;MAQUINARIO
18.39;290.93;3.78;1.10;311.69;2024-12-30;20-00-20;144;36;A;03/05/09;NÃO;5.85;92.59;1.20;0.35;MAQUINARIO
13.44;322.10;24.21;7.91;375.04;2025-01-04;20-00-20;163;50;A;B2/B3/B5;NÃO;3.56;87.94;6.41;2.09;MAQUINARIO
21.10;338.02;16.09;7.65;380.06;2025-01-04;20-00-20;164;50;A;B2/B3/B5;NÃO;5.51;88.29;4.20;2.00;MAQUINARIO
13.70;258.78;13.15;5.27;287.87;2025-01-04;20-00-20;165;40;A;B2/B3/B5;NÃO;4.71;88.96;4.52;1.81;MAQUINARIO
36.40;415.35;12.66;6.00;382.26;2025-01-04;20-00-20;166;49;A;B2/B3/B5;NÃO;7.84;88.20;2.69;1.27;MAQUINARIO
24.61;295.92;9.58;4.61;332.71;2025-01-04;20-00-20;167;50;A;B2/B3/B5;NÃO;7.35;88.41;2.86;1.38;MAQUINARIO
30.97;325.80;11.52;5.28;369.76;2025-01-04;20-00-20;168;50;A;B2/B3/B5;NÃO;8.29;87.21;3.08;1.41;MAQUINARIO
13.46;281.60;4.88;1.42;300.55;2025-01-03;20-00-20;159;24;A;BOX-03/05/09;NÃO;4.47;93.44;1.62;0.47;MAQUINARIO
32.40;299.20;2.57;1.42;334.84;2025-01-06;20-00-20;177;50;B;BOX-03/05/09;NAO;9.65;89.16;0.77;0.42;MAQUINARIO
22.06;611.56;1.97;0.83;334.99;2025-01-06;20-00-20;505;50;B;BOX-04/09/10;SIM;6.56;92.61;0.59;0.25;MAQUINARIO
1.17;313.93;3.02;0.88;334.52;2025-01-06;20-00-20;506;50;B;BOX-04/09/10;SIM;5.28;93.55;0.90;0.26;MAQUINARIO
31.65;299.00;5.13;0.92;334.02;2025-01-06;20-00-20;178;50;B;BOX-03/05/09;NAO;9.40;88.80;1.52;0.27;MAQUINARIO
7.19;328.07;2.06;1.08;335.86;2025-01-18;UREIA;315;46;B;BOX-02;NAO;2.12;96.95;0.61;0.32;MAQUINARIO
33.84;294.48;5.87;2.60;335.25;2025-01-06;20-00-20;179;38;B;BOX-03/05/09;NAO;10.05;87.44;1.74;0.77;MAQUINARIO
14.88;292.74;24.27;3.87;334.99;2025-01-08;20-00-20;180;38;B;BOX-05/09/10;NAO;4.43;87.19;7.23;1.15;MAQUINARIO
9.71;282.63;9.44;1.64;303.46;2025-01-09;20-00-20;181;50;A;BOX-03/05/09;NAO;3.20;93.15;3.11;0.54;MAQUINARIO
17.74;278.24;5.10;0.78;301.97;2025-01-09;20-00-20;182;50;A;BOX-03/05/09;NAO;5.88;92.18;1.69;0.26;MAQUINARIO
11.32;282.85;3.98;0.91;299.06;2025-01-09;20-00-20;183;50;A;BOX-03/05/09;NAO;3.79;94.58;1.33;0.30;MAQUINARIO
14.09;284.61;5.42;2.99;307.58;2025-01-09;20-00-20;184;50;A;BOX-03/05/09;NAO;4.59;92.67;1.76;0.97;MAQUINARIO
10.54;278.24;7.43;0.31;299.25;2025-01-09;20-00-20;185;50;A;BOX-03/05/09;NAO;3.55;93.84;2.51;0.10;MAQUINARIO
4.65;267.86;8.05;5.57;292.34;2025-01-09;20-00-20;186;50;A;BOX-03/05/09;NAO;3.31;92.01;2.77;1.91;MAQUINARIO
23.22;311.01;2.11;1.11;335.21;2025-01-09;20-00-20;191;50;B;BOX/03/05/09;NAO;6.88;92.16;0.63;0.33;MAQUINARIO
27.20;305.35;1.90;0.99;334.80;2025-01-09;20-00-20;192;50;B;BOX/03/05/09;NAO;8.11;91.03;0.57;0.30;MAQUINARIO
22.41;308.13;3.40;1.18;334.99;2025-01-09;20-00-20;193;50;B;BOX/03/05/09;NAO;6.69;91.95;1.01;0.35;MAQUINARIO
23.71;306.39;4.19;1.76;334.85;2025-01-09;20-00-20;194;50;B;BOX/03/05/09;NAO;7.06;91.17;1.25;0.52;MAQUINARIO
6.33;289.61;15.57;10.37;319.66;2025-01-10;20-00-20;197;50;A;BOX-03/05/09;NAO;1.99;89.85;4.90;2.88;MAQUINARIO
6.34;287.10;12.21;5.92;314.38;2025-01-10;20-00-20;198;50;A;BOX-03/05/09;NAO;2.03;92.15;3.92;1.90;MAQUINARIO
5.45;279.43;8.61;1.78;297.77;2025-01-10;20-00-20;199;38;A;BOX-03/05/09;NAO;1.85;94.64;2.92;0.60;MAQUINARIO
10.56;290.94;1.61;1.73;305.97;2025-01-10;20-00-20;200;50;A;BOX-03/05/09;NAO;3.46;95.44;0.53;0.57;MAQUINARIO
10.27;279.55;4.93;1.93;298.00;2025-01-10;20-00-20;201;50;A;BOX-03/05/09;NAO;3.46;94.23;1.66;0.65;MAQUINARIO
6.97;281.69;8.21;6.24;304.34;2025-01-10;20-00-20;202;37;A;BOX-03/05/09;NAO;2.30;92.93;2.71;2.06;MAQUINARIO
4.70;277.02;13.77;8.22;305.79;2025-01-10;20-00-20;203;47;A;BOX-03/05/09;NAO;1.55;91.21;4.53;2.71;MAQUINARIO
12.07;280.47;1.94;1.74;296.96;2025-01-10;20-00-20;204;44;A;BOX-03/05/09;NAO;4.07;94.68;0.65;0.59;MAQUINARIO
9.57;282.70;3.01;1.73;297.68;2025-01-10;20-00-20;205;47;A;BOX-03/05/09;NAO;3.22;95.18;1.01;0.58;MAQUINARIO
9.44;272.23;6.49;3.36;292.29;2025-01-10;20-00-20;206;50;A;BOX-03/05/09;NAO;3.24;93.38;2.23;1.15;MAQUINARIO
9.09;291.54;4.73;1.36;306.99;2025-01-10;20-00-20;207;50;A;BOX-03/05/09;NAO;2.96;95.05;1.54;0.44;MAQUINARIO
12.58;289.63;4.88;1.55;311.40;2025-01-10;20-00-20;208;50;A;BOX-03/05/09;NAO;4.08;93.84;1.58;0.50;MAQUINARIO
17.47;303.60;9.43;3.53;334.43;2025-01-10;20-00-20;209;38;B;BOX-03/05/09;NAO;5.23;90.89;2.82;1.06;MAQUINARIO
16.46;301.63;8.45;2.78;335.35;2025-01-10;20-00-20;210;50;B;BOX-03/05/09;NAO;5.00;91.59;2.57;0.84;MAQUINARIO
21.49;293.80;10.81;3.27;334.34;2025-01-10;20-00-20;211;47;B;BOX-03/05/09;NAO;6.52;89.20;3.28;0.99;MAQUINARIO
19.86;293.47;13.47;3.48;334.66;2025-01-10;20-00-20;212;50;B;BOX-03/05/09;NAO;6.01;88.85;4.08;1.05;MAQUINARIO
26.75;292.40;10.08;1.35;334.15;2025-01-10;20-00-20;213;37;B;BOX-03/05/09;NAO;8.09;88.45;3.05;0.41;MAQUINARIO
10.56;271.97;15.14;1.35;297.30;2025-01-18;20-00-20;287;32;A;BOX-03/05/10;NAO;3.53;90.95;5.06;0.45;MAQUINARIO
9.88;298.60;0.98;1.02;293.09;2025-01-18;SAM 21;390;50;A;AZ-03-A;NAO;3.18;96.17;0.32;0.33;MAQUINARIO
15.61;276.37;2.04;1.25;293.09;2025-01-18;SAM 21;391;50;A;AZ-03-A;NAO;5.29;93.60;0.69;0.42;MAQUINARIO
34.73;296.57;2.50;1.81;334.31;2025-01-18;SAM 21;467;50;B;BOX-02;NAO;10.35;88.37;0.74;0.54;MAQUINARIO
31.69;295.61;2.52;1.79;334.53;2025-01-18;SAM 21;468;50;B;BOX-02;NAO;9.56;89.14;0.76;0.54;MAQUINARIO
35.66;296.58;3.41;1.88;334.47;2025-01-18;SAM 21;469;36;B;BOX-02;NAO;10.56;87.87;1.01;0.56;MAQUINARIO
34.70;297.52;3.50;1.82;335.28;2025-01-18;SAM 21;470;38;B;BOX-02;NAO;10.28;88.14;1.04;0.54;MAQUINARIO
35.37;295.77;3.07;1.81;334.94;2025-01-18;SAM 21;471;50;B;BOX-02;NAO;10.55;88.00;0.91;0.54;MAQUINARIO
