mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
4.22;320.23;7.16;1.43;335.03;2024-12-13;UREIA;113;49;B;AZ-05;NAO;1.27;96.15;2.15;0.43;BAG MOVEL
4.24;319.21;6.13;1.44;335.64;2024-12-13;UREIA;114;49;B;AZ-05;NAO;1.28;96.43;1.85;0.44;BAG MOVEL
1.99;290.93;0.19;1.21;293.56;2024-12-14;UREIA;115;48;A;AZ-05;NÃO;0.68;98.85;0.06;0.41;BAG MOVEL
1.62;293.27;1.44;1.17;296.73;2024-12-14;UREIA;116;49;A;AZ-05;NÃO;0.54;98.58;0.48;0.39;BAG MOVEL
1.36;303.2;0.41;1.07;305.35;2024-12-14;UREIA;117;49;A;AZ-05;NÃO;0.44;99.07;0.13;0.35;BAG MOVEL
1.63;296.92;9.2;1.4;309.78;2024-12-16;UREIA;120;49;A;AZ-05;NÃO;0.53;96.04;2.98;0.45;BAG MOVEL
1.65;299.01;0.39;1.1;313.54;2024-12-16;UREIA;121;49;A;AZ-05;NÃO;0.53;98.96;0.13;0.36;BAG MOVEL
1.67;287.97;6.3;1.47;297.26;2024-12-16;UREIA;122;49;A;AZ-05;NÃO;0.56;96.83;2.12;0.49;BAG MOVEL
23.47;289.57;0.75;1.47;317.6;2024-10-07;SAM 21;9;48;A;02;NÃO;7.44;91.85;0.24;0.47;MAQUINARIO
22.42;266.77;0.23;0.98;293.01;2024-10-07;SAM 21;10;48;A;02;NÃO;7.72;91.86;0.08;0.34;MAQUINARIO
29.01;265.43;0.27;1.03;298.1;2024-10-07;SAM 21;11;48;A;02;NÃO;9.81;89.75;0.09;0.35;MAQUINARIO
19;285.52;1.03;1.07;306.35;2024-10-07;SAM 21;87;21.880;A;10;NÃO;6.20;93.12;0.34;0.35;MAQUINARIO
17.23;277.36;0.52;1.07;296.01;2024-10-07;SAM 21;12;48;A;02;NÃO;5.82;93.65;0.18;0.36;MAQUINARIO
23.01;311.42;0.29;1.01;335.48;2024-10-07;SAM 21;13;48;A;02;NÃO;6.85;92.76;0.09;0.30;MAQUINARIO
21.78;296.87;0.36;0.99;322.42;2024-10-07;SAM 21;14;48;A;02;NÃO;6.81;92.77;0.11;0.31;MAQUINARIO
1.61;302.61;7.01;1.74;313.79;2024-12-16;UREIA;123;49;A;AZ-05;NÃO;0.51;96.69;2.24;0.55;BAG MOVEL
4.23;316.71;16.07;0.88;336.42;2024-11-13;UREIA;28;35;B;BOX-07;SIM;1.25;93.73;4.76;0.26;MAQUINARIO
1.36;322.81;7.24;0.21;330.12;2024-11-14;UREIA;29;35;A;BOX-07;SIM;0.41;97.34;2.18;0.06;MAQUINARIO
3.57;313.93;14.15;1.29;334.91;2024-12-16;UREIA;124;49;B;AZ-05;NÃO;1.07;94.29;4.25;0.39;BAG MOVEL
3.54;312.9;12.12;1.31;335.36;2024-12-16;UREIA;125;49;B;AZ-05;NÃO;1.07;94.86;3.67;0.40;BAG MOVEL
17.25;321.21;10.87;1.38;339.07;2024-11-12;KCL 60;23;48;B;BOX-08;SIM;4.92;91.59;3.10;0.39;MAQUINARIO
15.55;90.63;3.81;0.45;340.9;2024-11-12;KCL 60;24;48;B;BOX-08;SIM;5.11;90.63;3.81;0.45;MAQUINARIO
0.49;297.3;7.37;0.86;326.56;2024-11-13;KLC 60;25;48;A;BOX-08;SIM;0.49;100.10;2.48;0.28;MAQUINARIO
0.81;280.71;14.22;4.64;310.07;2024-11-13;KLC 60;26;48;A;BOX-08;SIM;0.27;93.45;4.73;1.54;MAQUINARIO
1.78;372.58;20.24;7.16;403.51;2024-11-13;KLC 60;27;48;A;BOX-08;SIM;0.44;92.74;5.04;1.78;MAQUINARIO
2.62;312.94;12.14;1.27;335.16;2024-12-16;UREIA;126;49;B;AZ-05;NÃO;0.80;95.13;3.69;0.39;BAG MOVEL
7.59;307.13;4.18;0.3;321.05;2024-11-13;33-00;162;49;A;02/09;SIM;2.38;96.22;1.31;0.09;MAQUINARIO
16.02;326.18;7.77;0.17;351.13;2024-11-13;33-00;164;49;A;02/09;SIM;4.58;93.16;2.22;0.05;MAQUINARIO
5.45;280.76;8.69;0.18;296.6;2024-11-13;33-00;165;48;A;02/09;SIM;1.85;95.15;2.94;0.06;MAQUINARIO
2.64;311.92;11.14;1.25;335.42;2024-12-16;UREIA;129;43;B;AZ-05;NAO;0.81;95.40;3.41;0.38;BAG MOVEL
1.75;298.72;10.22;1.59;311.08;2024-12-17;UREIA;130;49;A;AZ-05;NÃO;0.56;95.66;3.27;0.61;BAG MOVEL
31.13;330.36;2;0.3;363.09;2024-11-14;SAM 20.5;180;38;A;BOX-09-FUNDO;NÃO;8.56;90.81;0.55;0.08;MAQUINARIO
28.71;334.24;1.85;0.25;364.57;2024-11-14;SAM 20.5;181;50;A;BOX-09-FUNDO;NÃO;7.86;91.56;0.51;0.07;MAQUINARIO
19.5;288.1;1.95;0.26;308.97;2024-11-14;SAM 20.5;182;37;A;BOX-09-FUNDO;NÃO;6.29;92.99;0.63;0.08;MAQUINARIO
88.97;308.64;1.99;0.28;398.83;2024-11-14;SAM 20.5;183;40;A;BOX-09-FUNDO;NÃO;22.25;77.18;0.50;0.07;MAQUINARIO
2.15;292.39;13.28;3.03;309.96;2024-12-17;UREIA;131;49;A;AZ-05;NÃO;0.69;94.06;4.27;0.97;BAG MOVEL
0.94;319.15;26.16;13.34;359.41;2024-11-14;KLC 60;30;49;A;BOX-08;SIM;0.26;88.75;7.27;3.71;MAQUINARIO
2.6;270.33;13.95;2.18;289.23;2024-12-17;UREIA;132;37;A;AZ-05;NÃO;0.90;93.52;4.83;0.75;BAG MOVEL
5.02;396.12;12.54;0.84;414.74;2024-11-14;KLC 60;31;48;A;BOX-08;SIM;1.21;95.56;3.03;0.20;MAQUINARIO
0.28;251.56;28.58;24.5;304.2;2024-11-14;KLC 60;32;48;A;BOX-08;SIM;0.09;82.50;9.37;4.25;MAQUINARIO
1.83;259.39;8.4;1.55;271.1;2024-12-17;UREIA;133;49;A;AZ-05;NÃO;0.67;95.66;3.10;0.57;BAG MOVEL
55.5;278.91;1.77;0.96;335.67;2024-11-14;SAM 20.5;191;50;B;BOX-09;NÃO;16.46;82.73;0.53;0.28;MAQUINARIO
2.83;282.39;16.85;1.93;303.24;2024-12-17;UREIA;134;49;A;AZ-05;NAO;0.93;92.89;5.54;0.63;BAG MOVEL
3.8;315.86;15.8;1;334.55;2024-12-17;UREIA;135;49;B;AZ-05;NÃO;1.13;93.88;4.70;0.30;BAG MOVEL
3.79;314.88;12.81;1.05;335.12;2024-12-17;UREIA;136;49;B;AZ-05;NÃO;1.14;94.69;3.85;0.32;BAG MOVEL
5.57;311.82;13.82;1.07;334.92;2024-12-17;UREIA;137;49;B;AZ-05;NÃO;5.57;311.82;13.82;1.07;BAG MOVEL
7.16;288.04;6.01;0.72;301.3;2024-12-18;UREIA;138;49;A;AZ-05;NAO;2.37;95.40;1.99;0.24;BAG MOVEL
16.16;349.83;0.54;0.79;370.35;2024-10-08;SAM 21;88;50;A;10;NÃO;4.40;95.24;0.15;0.22;MAQUINARIO
9.71;321.65;0.53;1.31;332.83;2024-10-08;SAM 21;89;50;A;10;NÃO;2.91;96.53;0.16;0.39;MAQUINARIO
8.01;332.93;0.78;1.44;345.33;2024-10-08;SAM 21;90;50;A;10;NÃO;2.33;97.02;0.23;0.42;MAQUINARIO
10.58;328.52;0.73;1.29;343.43;2024-10-08;SAM 21;91;50;A;10;NÃO;3.10;96.31;0.21;0.38;MAQUINARIO
6.75;340.36;0.64;1.17;350.95;2024-10-08;SAM 21;92;50;A;10;NÃO;1.93;97.55;0.18;0.34;MAQUINARIO
9.22;319.03;0.48;1.19;331.75;2024-10-08;SAM 21;93;50;A;10;NÃO;2.79;96.70;0.15;0.36;MAQUINARIO
8.62;316.73;0.37;1.04;329.23;2024-10-08;SAM 21;94;50;A;10;NÃO;2.64;96.93;0.11;0.32;MAQUINARIO
6.44;315.71;0.62;1.66;323.64;2024-10-09;SAM 21;98;50;A;10;NÃO;1.99;97.31;0.19;0.51;MAQUINARIO
6.95;337.71;6.39;1.11;345.61;2024-10-09;SAM 21;99;50;A;10;NÃO;2.01;97.56;0.11;0.32;MAQUINARIO
6.76;333.32;0.36;1.18;341.28;2024-10-09;SAM 21;100;50;A;10;NÃO;1.98;97.57;0.11;0.35;MAQUINARIO
8.4;307.84;1.25;1.3;318.51;2024-10-09;SAM 21;101;50;A;10;NÃO;2.63;96.57;0.39;0.41;MAQUINARIO
27.63;370.68;5.07;0.22;407.21;2024-11-13;20-00-20;166;50;A;02/05/09;SIM;6.85;91.84;1.26;0.05;MAQUINARIO
431.28;681.67;382.61;334.42;359.61;2024-11-13;20-00-20;168;50;A;02/05/09;SIM;6.06;93.10;0.80;0.05;MAQUINARIO
0.28;287.03;14.41;0.88;302.58;2024-11-15;UREIA;36;50;A;BOX-07;SIM;0.09;95.03;4.77;0.29;MAQUINARIO
4.01;286.52;7.58;0.68;298.19;2024-12-18;UREIA;139;49;A;AZ-05;NAO;1.34;96.89;2.54;0.23;BAG MOVEL
3.33;296.61;6.12;1.2;305.73;2024-12-18;UREIA;140;49;A;AZ-05;NAO;1.08;96.53;1.99;0.39;BAG MOVEL
37.14;290.77;1.93;1.04;334.87;2024-11-15;SAM 20.5;206;50;B;BOX-09;NÃO;11.22;87.88;0.58;0.31;MAQUINARIO
37.05;295.78;2.94;0.79;335.1;2024-11-15;SAM 20.5;207;50;B;BOX-09;NÃO;11.01;87.88;0.87;0.23;MAQUINARIO
40.14;292.18;1.99;0.78;335.28;2024-11-15;SAM 20.5;208;50;B;BOX-09;NÃO;11.98;87.19;0.59;0.23;MAQUINARIO
46.89;285.86;1.56;1.02;334.69;2024-11-15;SAM 20.5;209;50;B;BOX-09;NÃO;13.98;85.25;0.47;0.30;MAQUINARIO
45.98;286.16;1.71;1.67;334.8;2024-11-15;SAM 20.5;210;50;B;BOX-09;NÃO;13.70;85.29;0.51;0.50;MAQUINARIO
44.5;287.49;1.83;1.73;334.74;2024-11-15;SAM 20.5;211;50;B;BOX-09;NÃO;13.26;85.68;0.55;0.52;MAQUINARIO
44.12;288.53;1.85;1.47;334.67;2024-11-15;SAM 20.5;212;50;B;BOX-09;NÃO;13.13;85.88;0.55;0.44;MAQUINARIO
63.45;279.99;1.79;0.42;345.56;2024-11-16;SAM 20.5;213;50;A;BOX-09-FUNDO;NÃO;18.36;81.00;0.52;0.12;MAQUINARIO
83.2;255.15;1.61;0;339.98;2024-11-16;SAM 20.5;214;50;A;BOX-09-FUNDO;NÃO;24.47;75.05;0.47;0.00;MAQUINARIO
87.38;271.73;1.96;0.14;361.02;2024-11-16;SAM 20.5;215;50;A;BOX-09-FUNDO;NÃO;24.19;75.23;0.54;0.04;MAQUINARIO
1.62;272.37;18.53;4.48;297.66;2024-12-19;UREIA;146;49;A;AZ-05;NÃO;0.55;91.71;6.24;1.51;BAG MOVEL
1.56;271.23;24.00;6.11;303.97;2024-12-19;UREIA;147;50;A;AZ-05;NÃO;0.52;89.54;7.92;2.02;BAG MOVEL
1.83;283.34;18.54;2.89;307.61;2024-12-19;UREIA;148;50;A;AZ-05;NÃO;0.60;92.41;6.05;0.94;BAG MOVEL
1.30;272.03;21.65;5.50;300.96;2024-12-19;UREIA;149;50;A;AZ-05;NÃO;0.43;90.53;7.21;1.83;BAG MOVEL
1.18;273.62;21.05;5.12;302.00;2024-12-19;UREIA;150;49;A;AZ-05;NÃO;0.39;90.91;6.99;1.70;BAG MOVEL
0.90;261.94;28.37;6.58;299.42;2024-12-19;UREIA;151;49;A;AZ-05;NÃO;0.30;87.96;9.53;2.21;BAG MOVEL
2.33;284.21;10.58;0.60;304.06;2024-12-19;UREIA;152;50;A;AZ-05;NÃO;0.77;95.54;3.49;0.20;BAG MOVEL
48.64;255.73;2.37;1.27;303.68;2024-12-19;UREIA;418;40;A;BOX-09;NÃO;14.40;84.40;0.78;0.42;BAG MOVEL
103.83;229.73;1.58;0.95;335.66;2024-11-16;SAM 20.5;229;37;B;BOX-09-FUNDO;NÃO;30.89;68.35;0.42;0.28;MAQUINARIO
101.82;229.62;0.6;0.96;335.93;2024-11-16;SAM 20.5;230;50;B;BOX-09-FUNDO;NÃO;30.58;68.95;0.18;0.29;MAQUINARIO
101.37;232.11;1.56;0.95;335.42;2024-11-18;SAM 20.5;231;50;B;BOX-09-FUNDO;NÃO;30.17;69.08;0.46;0.28;MAQUINARIO
110.41;172.561;1.52;0.96;334.93;2024-11-18;SAM 20.5;232;40;B;BOX-09-FUNDO;NÃO;38.69;60.44;0.53;0.34;MAQUINARIO
76.75;255.42;2.02;1.17;334.84;2024-11-18;SAM 20.5;233;51;B;BOX-09-FUNDO;NÃO;22.89;76.16;0.60;0.35;MAQUINARIO
71.58;261.47;1.73;1.07;335.48;2024-11-18;SAM 20.5;234;50;B;BOX-09-FUNDO;NÃO;21.31;77.85;0.52;0.32;MAQUINARIO
72.55;260.33;1.66;1.05;335.08;2024-11-18;SAM 20.5;235;50;B;BOX-09-FUNDO;NÃO;21.62;77.57;0.49;0.31;MAQUINARIO
9.57;305.29;1.15;1.51;316.07;2024-10-15;SAM 21;113;50;A;10;NÃO;3.01;96.15;0.36;0.48;MAQUINARIO
7.1;318.62;2.85;1.4;329.6;2024-10-15;SAM 21;114;50;A;10;NÃO;2.15;96.56;0.86;0.42;MAQUINARIO
15.57;312.85;1.26;1.2;329.08;2024-10-15;SAM 21;115;50;A;10;NÃO;4.71;94.55;0.38;0.36;MAQUINARIO
13.33;316.99;1.46;1.32;331.15;2024-10-15;SAM 21;116;50;A;10;NÃO;4.00;95.16;0.44;0.40;MAQUINARIO
11.2;313.76;0.99;1.13;323.47;2024-10-16;SAM 21;117;50;A;10;NÃO;3.42;95.93;0.30;0.35;MAQUINARIO
17.35;333.74;0.88;1.2;351.42;2024-10-16;SAM 21;118;50;A;10;NÃO;4.91;94.50;0.25;0.34;MAQUINARIO
9.43;333.87;3.5;1.77;345.33;2024-10-16;SAM 21;119;50;A;10;NÃO;2.71;95.78;1.00;0.51;MAQUINARIO
16.14;321.89;1.28;1.59;339.5;2024-10-16;SAM 21;120;50;A;10;NÃO;4.73;94.42;0.38;0.47;MAQUINARIO
10.78;347.15;2.83;1.17;358.55;2024-10-16;SAM 21;121;50;A;10;NÃO;2.98;95.92;0.78;0.32;MAQUINARIO
64.92;252.59;1.97;0.44;319.92;2024-11-18;SAM 20.5;239;50;A;BOX-09-FUNDO;NÃO;20.29;78.95;0.62;0.14;MAQUINARIO
1.5;335.55;6.18;1.03;341.86;2024-11-18;UREIA;1;50;B;BOX-02;NÃO;0.44;97.47;1.80;0.30;MAQUINARIO
2.28;326.83;7.33;1.07;335.75;2024-11-18;UREIA;2;50;B;BOX-02;NÃO;0.68;96.84;2.17;0.32;MAQUINARIO
3.08;352.82;7.45;1.01;335.49;2024-11-18;UREIA;3;50;B;BOX-02;NÃO;0.85;96.83;2.04;0.28;MAQUINARIO
50.45;283.87;3.04;0.97;334.98;2024-11-19;UREIA;4;50;B;BOX-02;NÃO;14.91;83.90;0.90;0.29;MAQUINARIO
16.24;298.02;2.8;1.05;335.71;2024-11-19;UREIA;5;50;B;BOX-02;NÃO;5.11;93.68;0.88;0.33;MAQUINARIO
72.88;331.4;2.03;0.21;406.49;2024-11-18;SAM 20.5;245;38;A;BOX-09-FUNDO;NÃO;17.93;81.52;0.50;0.05;MAQUINARIO
36.79;337.32;1.93;0.06;375.79;2024-11-18;SAM 20.5;246;37;A;BOX-09-FUNDO;NÃO;9.78;89.69;0.51;0.02;MAQUINARIO
15.93;292.09;1.18;1.08;335.11;2024-11-19;UREIA;6;50;B;BOX-02;NÃO;5.13;94.14;0.38;0.35;MAQUINARIO
64.19;269.12;1.99;1.28;335.13;2024-11-18;SAM 20.5;248;50;B;BOX-09-FUNDO;NÃO;19.08;79.98;0.59;0.35;MAQUINARIO
82.81;277.7;2.49;1.37;362.61;2024-11-18;SAM 20.5;249;48;B;BOX-09-FUNDO;NÃO;22.73;76.21;0.68;0.38;MAQUINARIO
10.71;292.74;2.08;1.06;334.92;2024-11-19;UREIA;7;50;B;BOX-02;NÃO;3.49;95.48;0.68;0.35;MAQUINARIO
4.6;327.17;4.69;1.32;335.99;2024-11-18;KLC 60;37;45;B;BOX-08;SIM;1.36;96.86;1.39;0.39;MAQUINARIO
6.37;325.83;4.15;0.86;335.39;2024-11-18;KLC 60;38;48;B;BOX-08;SIM;1.89;96.63;1.23;0.26;MAQUINARIO
1.99;355.02;10.24;0.67;366.63;2024-11-19;KCL 60;39;48;A;BOX-08;SIM;0.54;96.49;2.78;0.18;MAQUINARIO
53.3;309.8;2.78;0.99;366.02;2024-11-19;SAM 20.5;257;50;A;BOX-09-FUNDO;NÃO;14.53;84.44;0.75;0.27;MAQUINARIO
86.04;261.87;2.52;1.27;349.87;2024-11-19;SAM 20.5;258;50;A;BOX-09-FUNDO;NÃO;24.46;74.46;0.72;0.36;MAQUINARIO
28.82;332.6;2.22;0.41;63.09;2024-11-19;SAM 20.5;259;50;A;BOX-09-FUNDO;NÃO;7.92;91.36;0.61;0.11;MAQUINARIO
34.18;328.2;1.95;0.28;363.87;2024-11-19;SAM 20.5;260;48;A;BOX-09-FUNDO;NÃO;9.37;90.01;0.53;0.08;MAQUINARIO
33.36;322.52;2.49;0.22;357.54;2024-11-19;SAM 20.5;261;35;A;BOX-09-FUNDO;NÃO;9.30;89.94;0.69;0.06;MAQUINARIO
88.16;302.92;2.11;0.14;391.84;2024-11-19;SAM 20.5;262;51;A;BOX-09-FUNDO;NÃO;22.41;77.01;0.54;0.04;MAQUINARIO
53.31;278.15;4.05;1.04;334.01;2024-11-19;SAM 20.5;263;50;B;BOX-09 FRENTE;NÃO;15.84;82.65;1.20;0.31;MAQUINARIO
18.26;317.62;3.24;1.03;335.37;2024-11-19;UREIA;40;50;B;BOX-09;NÃO;5.37;93.38;0.95;0.30;MAQUINARIO
27.11;308.84;2.84;1.02;335.23;2024-11-19;UREIA;41;50;B;BOX-09;NÃO;7.98;90.89;0.84;0.30;MAQUINARIO
27.04;310.18;2.82;1.01;335.53;2024-11-19;UREIA;42;46;B;BOX-09;NÃO;7.93;90.95;0.83;0.30;MAQUINARIO
22.44;306.96;4.87;0.09;331.52;2024-11-20;UREIA;43;46;A;BOX-09;NÃO;6.71;91.85;1.46;0.03;MAQUINARIO
16.19;320.28;1.84;1.01;334.55;2024-10-16;SAM 21;122;50;A;10;NÃO;5.57;93.81;0.39;0.22;MAQUINARIO
21.64;317.41;1.18;1.15;335.29;2024-10-16;SAM 21;123;50;A;10;NÃO;6.34;92.98;0.35;0.34;MAQUINARIO
18.94;319.01;1.34;0.76;335.79;2024-10-16;SAM 21;124;50;A;10;NÃO;5.57;93.81;0.39;0.22;MAQUINARIO
6.56;295.69;1.17;1.35;312.8;2024-10-17;SAM 21;126;50;A;10;NÃO;2.15;97.02;0.38;0.44;MAQUINARIO
22.36;317.33;0.93;1.13;335.16;2024-10-17;SAM 21;128;50;A;10;NÃO;6.54;92.85;0.27;0.33;MAQUINARIO
11.16;305.65;10.49;3.01;335.19;2024-12-19;UREIA;158;49;B;ZA-05;NÃO;3.38;92.53;3.18;0.91;BAG MOVEL
14.45;314.58;7.23;4.2;334.92;2024-10-17;SAM 21;129;50;A;10;NÃO;4.24;92.40;2.12;1.23;MAQUINARIO
19.35;320.76;1.1;1.21;335.51;2024-10-17;SAM 21;130;50;A;10;NÃO;5.65;93.67;0.32;0.35;MAQUINARIO
17.05;347.58;2.89;0.94;349.62;2024-10-17;SAM 21;131;50;A;10;NÃO;4.63;94.33;0.78;0.26;MAQUINARIO
15.91;329;4.35;4.26;342.68;2024-10-18;SAM 21;132;50;A;10;NÃO;4.50;93.06;1.23;1.21;MAQUINARIO
11.35;330.97;10.77;6.45;358.11;2024-11-19;20-00-20;251;50;A;02/04/05/09;SIM;3.16;92.05;3.00;1.79;MAQUINARIO
23.48;368.54;10.52;0.8;402.23;2024-11-19;20-00-20;252;50;A;02/05/09;SIM;582.00;91.37;2.61;0.20;MAQUINARIO
28.68;324.01;2.6;0.17;354.6;2024-11-19;20-00-20;253;50;A;02/05/09;SIM;8.07;91.15;0.73;0.05;MAQUINARIO
17.87;335.49;5.01;0.77;358.4;2024-11-19;20-00-20;254;50;A;02/05/09;SIM;4.38;93.41;1.39;0.21;MAQUINARIO
14.4;327.83;4.42;0.45;346.52;2024-11-19;20-00-20;255;48;A;02/05/09;SIM;4.15;94.45;1.27;0.13;MAQUINARIO
20.86;362.77;6.39;1.58;390.78;2024-11-19;20-00-20;256;47;A;02/05/09;SIM;5.33;92.64;1.63;0.40;MAQUINARIO
40.71;290.17;5.97;1.78;336.5;2024-11-20;20-00-20;265;48;A;02/05/09;SIM;12.02;85.69;1.76;0.53;MAQUINARIO
47.75;305.11;7.17;2.11;359.76;2024-11-20;20-00-20;266;38;A;02/05/09;SIM;13.19;84.25;1.98;0.58;MAQUINARIO
17.66;269.39;9.08;3.08;297.25;2024-11-20;20-00-20;267;48;A;02/05/09;SIM;5.90;90.03;3.03;1.03;MAQUINARIO
45.74;338.81;4.59;1.17;381.68;2024-11-20;20-00-20;268;38;A;02/05/09;SIM;11.73;86.79;1.18;0.30;MAQUINARIO
98.95;229.73;2.45;1.08;335.29;2024-11-20;SAM 20.5;276;50;B;BOX-09 FRENTE;NÃO;29.79;69.15;0.74;0.33;MAQUINARIO
105.52;230.55;2.56;1.1;334.62;2024-11-20;SAM 20.5;277;35;B;BOX-09 FRENTE;NÃO;31.06;67.86;0.75;0.32;MAQUINARIO
0.93;376.96;19.9;0.32;395.76;2024-11-21;UREIA;10;50;A;BOX-02;NÃO;0.23;94.69;5.00;0.08;MAQUINARIO
24.98;324.89;2.28;0.93;335.26;2024-11-21;UREIA;51;45;B;BOX-09;NÃO;7.07;92.02;0.65;0.26;MAQUINARIO
100.67;256.1;2.8;0.15;355.45;2024-11-21;SAM 20.5;278;50;A;BOX-09-FRENTE;NÃO;27.99;71.19;0.78;0.04;MAQUINARIO
94.8;271.11;2.61;0.16;365.15;2024-11-21;SAM 20.5;279;50;A;BOX-09-FRENTE;NÃO;25.71;73.54;0.71;0.04;MAQUINARIO
26.28;308.76;2.29;0.24;334.8;2024-11-21;UREIA;52;37;B;BOX-09;NÃO;7.77;91.28;0.68;0.28;MAQUINARIO
87.76;267.13;2.7;0.09;353.74;2024-11-21;SAM 20.5;280;50;A;BOX-09-FRENTE;NÃO;24.54;74.68;0.75;0.03;MAQUINARIO
19.01;316.23;2.72;0.96;335.6;2024-11-21;UREIA;53;45;B;BOX-09;NÃO;5.61;93.31;0.80;0.28;MAQUINARIO
61.05;296.49;9.3;0.39;356.72;2024-11-22;SAM 20.5;288;50;A;BOX-09/10;NÃO;16.62;80.74;2.53;0.11;MAQUINARIO
52.77;306.53;4.37;0.75;358.92;2024-11-22;SAM 20.5;289;50;A;BOX-09/10;NÃO;14.48;84.11;1.20;0.21;MAQUINARIO
37.01;309.2;7.3;4.17;351.73;2024-11-22;SAM 20.5;290;50;A;BOX-09/10;NÃO;10.35;86.45;2.04;1.17;MAQUINARIO
83.59;276.64;3.04;0.1;357.69;2024-11-22;SAM 20.5;291;50;A;BOX-09/10;NÃO;23.00;76.13;0.84;0.03;MAQUINARIO
17.39;315.05;4.96;0.98;335.22;2024-11-21;UREIA;1;50;B;BOX-09;NÃO;5.14;93.11;1.47;0.29;MAQUINARIO
59.12;248.71;3.42;0.23;305.11;2024-11-22;SAM 20.5;292;50;A;BOX-09/10;NÃO;18.98;79.85;1.10;0.07;MAQUINARIO
46.2;265.05;3.63;0.99;310.35;2024-11-22;SAM 20.5;293;50;A;BOX-09/10;NÃO;14.63;83.91;1.15;0.31;MAQUINARIO
55.03;266.63;3.09;0.28;320.09;2024-11-22;SAM 20.5;294;50;A;BOX-09/10;NÃO;16.93;82.03;0.95;0.09;MAQUINARIO
18.63;309.96;8.79;1.07;335.1;2024-11-21;UREIA;2;37;B;BOX-09;NÃO;5.50;91.58;2.60;0.32;MAQUINARIO
42.12;293.34;4.2;1.04;335.58;2024-11-21;UREIA;11;50;B;BOX-02;NÃO;12.36;86.10;1.23;0.31;MAQUINARIO
4.95;306;11.47;11.31;328.85;2024-11-22;KCL 60;54;48;A;BOX-08;SIM;1.48;91.69;3.44;3.39;MAQUINARIO
8.47;293.23;15.83;1.09;313.26;2024-11-22;KCL 60;55;48;A;BOX-08;SIM;2.81;91.89;4.96;0.34;MAQUINARIO
43.09;291.36;3.11;1.15;334.86;2024-11-21;UREIA;12;50;B;BOX-02;NÃO;12.72;86.02;0.92;0.34;MAQUINARIO
12.83;318.43;7.37;1.58;334.37;2024-11-22;KCL 60;56;48;B;BOX-08;SIM;3.77;93.60;2.17;0.46;MAQUINARIO
44.9;291.11;3.72;1.01;334.81;2024-11-21;UREIA;13;50;B;BOX-02;NÃO;13.18;85.43;1.09;0.30;MAQUINARIO
70.61;255.51;4.68;2.65;335.44;2024-11-22;SAM 20.5;301;50;B;AZ-03-B;NÃO;21.18;76.63;1.40;0.79;MAQUINARIO
18.33;322.54;1.63;1.27;339.23;2024-10-21;SAM 21;135;50;A;10;NÃO;5.33;98.82;0.47;0.37;MAQUINARIO
18.1;311.63;2.47;1.52;328.24;2024-10-21;SAM 21;136;50;A;10;NÃO;5.42;93.38;0.74;0.46;MAQUINARIO
12.63;309.6;4.05;1.32;324.37;2024-10-21;SAM 21;137;50;A;10;NÃO;3.86;94.51;1.24;0.40;MAQUINARIO
22.53;343.91;1.26;1.34;365.08;2024-10-21;SAM 21;138;50;A;10;NÃO;6.11;93.19;0.34;0.36;MAQUINARIO
42.63;285.01;8.06;1.56;335.06;2024-11-20;20-00-20;269;50;B;02/05/07/09;SIM;12.63;84.43;2.39;0.56;MAQUINARIO
36.43;292.93;8.08;1.51;335.3;2024-11-20;20-00-20;270;47;B;02/05/07/09;SIM;10.75;86.41;2.38;0.46;MAQUINARIO
38.1;292.17;7.33;1.44;334.84;2024-11-20;20-00-20;271;50;B;02/05/07/09;SIM;11.24;86.18;2.16;0.42;MAQUINARIO
50.23;281.23;6.76;1.32;335.41;2024-11-20;20-00-20;272;48;B;02/05/07/09;SIM;14.79;82.83;1.99;0.39;MAQUINARIO
38.38;292.6;7.57;1.41;335.45;2024-11-20;20-00-20;273;50;B;02/04/05/09;SIM;11.29;86.07;2.23;0.41;MAQUINARIO
44.93;283.5;9.01;0.85;334.54;2024-11-20;20-00-20;274;48;B;02/04/05/09;SIM;13.28;83.80;2.66;0.25;MAQUINARIO
47.21;283.82;7.23;1.23;335.27;2024-11-20;20-00-20;275;47;B;02/04/05/09;SIM;13.91;83.60;2.13;0.36;MAQUINARIO
15.89;351.59;10.41;2.39;377.64;2024-11-21;20-00-20;281;47;A;02/05/09;SIM;4.18;92.46;2.74;0.63;MAQUINARIO
23.42;377.15;7.75;1.7;407.09;2024-11-21;20-00-20;282;47;A;02/05/09;SIM;5.71;91.98;1.89;0.41;MAQUINARIO
14.94;280.85;13.07;6;312.27;2024-11-21;20-00-20;283;48;A;02/05/09;SIM;4.74;89.20;4.15;1.91;MAQUINARIO
25.01;334.57;3.73;0.7;361.98;2024-11-21;20-00-20;284;47;A;02/05/09;SIM;6.87;91.91;1.02;0.19;MAQUINARIO
24.72;329.63;7.12;2.23;361.41;2024-11-21;20-00-20;285;38;A;02/05/09;SIM;6.80;90.63;1.96;0.61;MAQUINARIO
13.89;288.98;6.62;2.59;310.03;2024-11-21;20-00-20;286;47;A;02/05/09;SIM;4.45;92.60;2.12;0.83;MAQUINARIO
